row,column,easting_m,northing_m,center_classification_evidence
702,1564,121089.81329282,-2446596.102480766,mixed_or_disagreeing
702,1565,122089.81329282,-2446596.102480766,water_agreement_all_years
702,1566,123089.81329282,-2446596.102480766,water_agreement_all_years
702,1567,124089.81329282,-2446596.102480766,mixed_or_disagreeing
702,1568,125089.81329282,-2446596.102480766,mixed_or_disagreeing
702,1569,126089.81329282,-2446596.102480766,mixed_or_disagreeing
702,1570,127089.81329282,-2446596.102480766,mixed_or_disagreeing
702,1571,128089.81329282,-2446596.102480766,mixed_or_disagreeing
702,1572,129089.81329282,-2446596.102480766,water_agreement_all_years
703,1435,-7910.186707179993,-2447596.102480766,mixed_or_disagreeing
703,1494,51089.81329282001,-2447596.102480766,mixed_or_disagreeing
703,1495,52089.81329282001,-2447596.102480766,mixed_or_disagreeing
703,1496,53089.81329282001,-2447596.102480766,mixed_or_disagreeing
703,1497,54089.81329282001,-2447596.102480766,mixed_or_disagreeing
703,1498,55089.81329282001,-2447596.102480766,mixed_or_disagreeing
703,1499,56089.81329282001,-2447596.102480766,mixed_or_disagreeing
703,1500,57089.81329282001,-2447596.102480766,mixed_or_disagreeing
703,1501,58089.81329282001,-2447596.102480766,mixed_or_disagreeing
703,1527,84089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1528,85089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1529,86089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1530,87089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1531,88089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1532,89089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1533,90089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1534,91089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1535,92089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1536,93089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1537,94089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1538,95089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1539,96089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1540,97089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1541,98089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1542,99089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1543,100089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1544,101089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1545,102089.81329282,-2447596.102480766,water_agreement_all_years
703,1546,103089.81329282,-2447596.102480766,water_agreement_all_years
703,1547,104089.81329282,-2447596.102480766,water_agreement_all_years
703,1548,105089.81329282,-2447596.102480766,water_agreement_all_years
703,1549,106089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1550,107089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1551,108089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1552,109089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1553,110089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1554,111089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1555,112089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1556,113089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1557,114089.81329282,-2447596.102480766,water_agreement_all_years
703,1558,115089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1559,116089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1560,117089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1561,118089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1562,119089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1563,120089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1564,121089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1565,122089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1566,123089.81329282,-2447596.102480766,water_agreement_all_years
703,1567,124089.81329282,-2447596.102480766,water_agreement_all_years
703,1568,125089.81329282,-2447596.102480766,mixed_or_disagreeing
703,1569,126089.81329282,-2447596.102480766,water_agreement_all_years
703,1570,127089.81329282,-2447596.102480766,water_agreement_all_years
703,1571,128089.81329282,-2447596.102480766,mixed_or_disagreeing
704,1494,51089.81329282001,-2448596.102480766,mixed_or_disagreeing
704,1495,52089.81329282001,-2448596.102480766,mixed_or_disagreeing
704,1496,53089.81329282001,-2448596.102480766,mixed_or_disagreeing
704,1497,54089.81329282001,-2448596.102480766,mixed_or_disagreeing
704,1498,55089.81329282001,-2448596.102480766,mixed_or_disagreeing
704,1499,56089.81329282001,-2448596.102480766,mixed_or_disagreeing
704,1500,57089.81329282001,-2448596.102480766,mixed_or_disagreeing
704,1501,58089.81329282001,-2448596.102480766,mixed_or_disagreeing
704,1528,85089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1529,86089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1530,87089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1531,88089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1532,89089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1533,90089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1534,91089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1535,92089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1536,93089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1537,94089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1538,95089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1539,96089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1540,97089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1541,98089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1542,99089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1543,100089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1544,101089.81329282,-2448596.102480766,water_agreement_all_years
704,1545,102089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1546,103089.81329282,-2448596.102480766,water_agreement_all_years
704,1547,104089.81329282,-2448596.102480766,water_agreement_all_years
704,1548,105089.81329282,-2448596.102480766,water_agreement_all_years
704,1549,106089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1550,107089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1551,108089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1552,109089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1553,110089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1554,111089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1555,112089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1556,113089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1557,114089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1558,115089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1559,116089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1560,117089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1561,118089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1562,119089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1563,120089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1564,121089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1565,122089.81329282,-2448596.102480766,water_agreement_all_years
704,1566,123089.81329282,-2448596.102480766,water_agreement_all_years
704,1567,124089.81329282,-2448596.102480766,water_agreement_all_years
704,1568,125089.81329282,-2448596.102480766,mixed_or_disagreeing
704,1569,126089.81329282,-2448596.102480766,water_agreement_all_years
704,1570,127089.81329282,-2448596.102480766,water_agreement_all_years
704,1571,128089.81329282,-2448596.102480766,water_agreement_all_years
705,1482,39089.81329282001,-2449596.102480766,mixed_or_disagreeing
705,1494,51089.81329282001,-2449596.102480766,mixed_or_disagreeing
705,1495,52089.81329282001,-2449596.102480766,mixed_or_disagreeing
705,1496,53089.81329282001,-2449596.102480766,mixed_or_disagreeing
705,1497,54089.81329282001,-2449596.102480766,mixed_or_disagreeing
705,1498,55089.81329282001,-2449596.102480766,mixed_or_disagreeing
705,1499,56089.81329282001,-2449596.102480766,mixed_or_disagreeing
705,1530,87089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1531,88089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1532,89089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1533,90089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1534,91089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1535,92089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1536,93089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1537,94089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1538,95089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1539,96089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1540,97089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1541,98089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1542,99089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1543,100089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1544,101089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1545,102089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1546,103089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1547,104089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1548,105089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1549,106089.81329282,-2449596.102480766,water_agreement_all_years
705,1550,107089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1551,108089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1552,109089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1553,110089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1554,111089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1555,112089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1556,113089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1557,114089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1558,115089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1559,116089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1560,117089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1561,118089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1562,119089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1563,120089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1564,121089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1565,122089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1566,123089.81329282,-2449596.102480766,mixed_or_disagreeing
705,1567,124089.81329282,-2449596.102480766,water_agreement_all_years
706,1480,37089.81329282001,-2450596.102480766,mixed_or_disagreeing
706,1481,38089.81329282001,-2450596.102480766,mixed_or_disagreeing
706,1482,39089.81329282001,-2450596.102480766,mixed_or_disagreeing
706,1496,53089.81329282001,-2450596.102480766,mixed_or_disagreeing
706,1497,54089.81329282001,-2450596.102480766,mixed_or_disagreeing
706,1529,86089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1530,87089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1531,88089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1532,89089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1533,90089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1534,91089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1535,92089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1536,93089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1537,94089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1538,95089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1539,96089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1540,97089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1541,98089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1542,99089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1543,100089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1544,101089.81329282,-2450596.102480766,water_agreement_all_years
706,1545,102089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1546,103089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1547,104089.81329282,-2450596.102480766,water_agreement_all_years
706,1548,105089.81329282,-2450596.102480766,water_agreement_all_years
706,1549,106089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1550,107089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1551,108089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1552,109089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1553,110089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1554,111089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1555,112089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1556,113089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1557,114089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1558,115089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1559,116089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1560,117089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1561,118089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1562,119089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1563,120089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1564,121089.81329282,-2450596.102480766,mixed_or_disagreeing
706,1565,122089.81329282,-2450596.102480766,water_agreement_all_years
706,1566,123089.81329282,-2450596.102480766,water_agreement_all_years
706,1567,124089.81329282,-2450596.102480766,mixed_or_disagreeing
707,1473,30089.813292820007,-2451596.102480766,mixed_or_disagreeing
707,1529,86089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1530,87089.81329282,-2451596.102480766,water_agreement_all_years
707,1531,88089.81329282,-2451596.102480766,water_agreement_all_years
707,1532,89089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1533,90089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1534,91089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1535,92089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1536,93089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1537,94089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1538,95089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1539,96089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1540,97089.81329282,-2451596.102480766,water_agreement_all_years
707,1541,98089.81329282,-2451596.102480766,water_agreement_all_years
707,1542,99089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1543,100089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1544,101089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1545,102089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1546,103089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1547,104089.81329282,-2451596.102480766,water_agreement_all_years
707,1548,105089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1549,106089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1550,107089.81329282,-2451596.102480766,water_agreement_all_years
707,1551,108089.81329282,-2451596.102480766,water_agreement_all_years
707,1552,109089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1553,110089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1554,111089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1555,112089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1556,113089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1557,114089.81329282,-2451596.102480766,water_agreement_all_years
707,1558,115089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1559,116089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1560,117089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1561,118089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1562,119089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1563,120089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1564,121089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1565,122089.81329282,-2451596.102480766,water_agreement_all_years
707,1566,123089.81329282,-2451596.102480766,mixed_or_disagreeing
707,1567,124089.81329282,-2451596.102480766,mixed_or_disagreeing
708,1531,88089.81329282,-2452596.102480766,water_agreement_all_years
708,1532,89089.81329282,-2452596.102480766,water_agreement_all_years
708,1533,90089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1534,91089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1535,92089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1536,93089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1537,94089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1538,95089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1539,96089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1540,97089.81329282,-2452596.102480766,water_agreement_all_years
708,1541,98089.81329282,-2452596.102480766,water_agreement_all_years
708,1542,99089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1543,100089.81329282,-2452596.102480766,water_agreement_all_years
708,1544,101089.81329282,-2452596.102480766,water_agreement_all_years
708,1545,102089.81329282,-2452596.102480766,water_agreement_all_years
708,1546,103089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1547,104089.81329282,-2452596.102480766,water_agreement_all_years
708,1548,105089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1549,106089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1550,107089.81329282,-2452596.102480766,water_agreement_all_years
708,1551,108089.81329282,-2452596.102480766,water_agreement_all_years
708,1552,109089.81329282,-2452596.102480766,water_agreement_all_years
708,1553,110089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1554,111089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1555,112089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1556,113089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1557,114089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1558,115089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1559,116089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1560,117089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1561,118089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1562,119089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1563,120089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1564,121089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1565,122089.81329282,-2452596.102480766,water_agreement_all_years
708,1566,123089.81329282,-2452596.102480766,mixed_or_disagreeing
708,1567,124089.81329282,-2452596.102480766,water_agreement_all_years
709,1532,89089.81329282,-2453596.102480766,water_agreement_all_years
709,1533,90089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1534,91089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1535,92089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1536,93089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1537,94089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1538,95089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1539,96089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1540,97089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1541,98089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1542,99089.81329282,-2453596.102480766,water_agreement_all_years
709,1543,100089.81329282,-2453596.102480766,water_agreement_all_years
709,1544,101089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1545,102089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1546,103089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1547,104089.81329282,-2453596.102480766,water_agreement_all_years
709,1548,105089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1549,106089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1550,107089.81329282,-2453596.102480766,water_agreement_all_years
709,1551,108089.81329282,-2453596.102480766,water_agreement_all_years
709,1552,109089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1553,110089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1554,111089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1555,112089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1556,113089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1557,114089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1558,115089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1559,116089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1560,117089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1561,118089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1562,119089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1563,120089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1564,121089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1565,122089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1566,123089.81329282,-2453596.102480766,mixed_or_disagreeing
709,1567,124089.81329282,-2453596.102480766,water_agreement_all_years
710,1508,65089.81329282001,-2454596.102480766,mixed_or_disagreeing
710,1532,89089.81329282,-2454596.102480766,water_agreement_all_years
710,1533,90089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1534,91089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1535,92089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1536,93089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1537,94089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1538,95089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1539,96089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1540,97089.81329282,-2454596.102480766,water_agreement_all_years
710,1541,98089.81329282,-2454596.102480766,water_agreement_all_years
710,1542,99089.81329282,-2454596.102480766,water_agreement_all_years
710,1543,100089.81329282,-2454596.102480766,water_agreement_all_years
710,1544,101089.81329282,-2454596.102480766,water_agreement_all_years
710,1545,102089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1546,103089.81329282,-2454596.102480766,water_agreement_all_years
710,1547,104089.81329282,-2454596.102480766,water_agreement_all_years
710,1548,105089.81329282,-2454596.102480766,water_agreement_all_years
710,1549,106089.81329282,-2454596.102480766,water_agreement_all_years
710,1550,107089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1551,108089.81329282,-2454596.102480766,water_agreement_all_years
710,1552,109089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1553,110089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1554,111089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1555,112089.81329282,-2454596.102480766,water_agreement_all_years
710,1556,113089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1557,114089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1558,115089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1559,116089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1560,117089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1561,118089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1562,119089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1563,120089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1564,121089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1565,122089.81329282,-2454596.102480766,mixed_or_disagreeing
710,1566,123089.81329282,-2454596.102480766,mixed_or_disagreeing
711,1498,55089.81329282001,-2455596.102480766,water_agreement_all_years
711,1532,89089.81329282,-2455596.102480766,water_agreement_all_years
711,1533,90089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1534,91089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1535,92089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1536,93089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1537,94089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1538,95089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1539,96089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1540,97089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1541,98089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1542,99089.81329282,-2455596.102480766,water_agreement_all_years
711,1543,100089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1544,101089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1545,102089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1546,103089.81329282,-2455596.102480766,water_agreement_all_years
711,1547,104089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1548,105089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1549,106089.81329282,-2455596.102480766,water_agreement_all_years
711,1550,107089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1551,108089.81329282,-2455596.102480766,water_agreement_all_years
711,1552,109089.81329282,-2455596.102480766,water_agreement_all_years
711,1553,110089.81329282,-2455596.102480766,water_agreement_all_years
711,1554,111089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1555,112089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1556,113089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1557,114089.81329282,-2455596.102480766,water_agreement_all_years
711,1558,115089.81329282,-2455596.102480766,water_agreement_all_years
711,1559,116089.81329282,-2455596.102480766,water_agreement_all_years
711,1560,117089.81329282,-2455596.102480766,water_agreement_all_years
711,1561,118089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1562,119089.81329282,-2455596.102480766,water_agreement_all_years
711,1563,120089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1564,121089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1565,122089.81329282,-2455596.102480766,mixed_or_disagreeing
711,1566,123089.81329282,-2455596.102480766,mixed_or_disagreeing
712,1498,55089.81329282001,-2456596.102480766,water_agreement_all_years
712,1499,56089.81329282001,-2456596.102480766,water_agreement_all_years
712,1514,71089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1515,72089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1516,73089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1532,89089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1533,90089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1534,91089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1535,92089.81329282,-2456596.102480766,water_agreement_all_years
712,1536,93089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1537,94089.81329282,-2456596.102480766,water_agreement_all_years
712,1538,95089.81329282,-2456596.102480766,water_agreement_all_years
712,1539,96089.81329282,-2456596.102480766,water_agreement_all_years
712,1540,97089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1541,98089.81329282,-2456596.102480766,water_agreement_all_years
712,1542,99089.81329282,-2456596.102480766,water_agreement_all_years
712,1543,100089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1544,101089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1545,102089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1546,103089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1547,104089.81329282,-2456596.102480766,water_agreement_all_years
712,1548,105089.81329282,-2456596.102480766,water_agreement_all_years
712,1549,106089.81329282,-2456596.102480766,water_agreement_all_years
712,1550,107089.81329282,-2456596.102480766,water_agreement_all_years
712,1551,108089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1552,109089.81329282,-2456596.102480766,water_agreement_all_years
712,1553,110089.81329282,-2456596.102480766,water_agreement_all_years
712,1554,111089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1555,112089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1556,113089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1557,114089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1558,115089.81329282,-2456596.102480766,water_agreement_all_years
712,1559,116089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1560,117089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1561,118089.81329282,-2456596.102480766,water_agreement_all_years
712,1562,119089.81329282,-2456596.102480766,water_agreement_all_years
712,1563,120089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1564,121089.81329282,-2456596.102480766,mixed_or_disagreeing
712,1997,554089.81329282,-2456596.102480766,water_agreement_all_years
